Name,Color Mode,Color Diversity,Color Intensity,Color Harmony,Proximity Contrast,Depth,Value Contrast,Average Value,Lines,Balance,Movement,Empty Space,Perspective,Brushstroke Control,Brushstroke Visibility,Outlines
The Wheat Sifters - Courbet.jpg,Naturalistic Color,Similar Hue,Muted/Tinted,Friction/Tension Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Light Value,Distinct Lines,Mostly Balanced Space,Highly Dynamic Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Valley of the Loue - Courbet.jpg,Naturalistic Color,Highly Diverse Hue,Vibrant Tone,Friction/Tension Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Imbalanced Space,Highly Dynamic Movement,Intermediate Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Whistler's Mother - Whistler.jpg,Naturalistic Color,Similar Hue,Muted/Tinted,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Static Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Luncheon on the Grass - Manet.jpeg,Naturalistic Color,Similar Hue,Muted/Tinted,Friction/Tension Color,Blended Color Contrast,Shallow Depth,High Contrast,Dark Value,Distinct Lines,Mostly Balanced Space,Intermediate Movement,Intermediate Empty Space,Removed Perspective,Mix/Intermediate Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Silent Monastary - Levitan.jpeg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Intermediate Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Potato Eaters - van Gogh.jpeg,Expressionistic Color,Similar Hue,Muted/Tinted,Harmonious Color,Blended Color Contrast,Shallow Depth,High Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Intermediate/Mix Outlines
The Shepherdess - Bouguereau.jpeg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Light Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Stone Breakers - Courbet.jpeg,Naturalistic Color,Similar Hue,Muted/Tinted,Harmonious Color,Blended Color Contrast,Shallow Depth,High Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Intermediate/Mix Outlines
A goldsmith in his shop - Christus.jpg,Naturalistic Color,Somewhat Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Flat Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Small Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Adoration of the Kings - van der Goes.jpg,Naturalistic Color,Highly Diverse Hue,True Tone,Friction/Tension Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Adoration of the Magi - Botticelli.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Arnolfini Portrait - van Eyck.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Baptism of Christ - Verrocchio.jpg,Naturalistic Color,Highly Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Intermediate Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Birth of the Virgin - Ghirlandaio.jpg,Naturalistic Color,Highly Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Low Contrast,Light Value,Distinct Lines,Mostly Balanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Calumny of Apelles - Botticelli.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Christ and the Virgin - Campin.jpg,Naturalistic Color,Somewhat Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Flat Depth,Low Contrast,Light Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Christ Giving the Keys of the Kingdom to St. Peter - Perugino.jpg,Naturalistic Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Light Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Crucifixion with the Virgin and St. John - van der weyden.jpg,Naturalistic Color,Somewhat Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Light Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Danae - Correggio.jpg,Naturalistic Color,Similar Hue,Muted/Tinted,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Death of the Virgin - Mantegna.jpg,Naturalistic Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
La Primavera (Spring) - Botticelli.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,High Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Lamentation of Christ - Mantegna.jpg,Naturalistic Color,Similar Hue,Muted/Tinted,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Light Value,Distinct Lines,Mostly Imbalanced Space,Intermediate Movement,Small Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Madonna and Child - Crivelli.jpg,Naturalistic Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Light Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Small Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Madonna and Child with Two Angels - Fra Filippo Lippi.jpg,Naturalistic Color,Somewhat Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Intermediate Movement,Small Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Madonna in the Church - van Eyck.jpg,Naturalistic Color,Somewhat Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Static Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Madonna of the Meadow - Raphael.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Friction/Tension Color,Blended Color Contrast,Deep Depth,Low Contrast,Light Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Large Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Miracle of the Relic of the Cross at the Rialto Bridge - Carpaccio.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Mona Lisa - da Vinci.jpg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,High Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Static Movement,Intermediate Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Pastoral Concert - Titian.jpg,Naturalistic Color,Similar Hue,Muted/Tinted,Harmonious Color,Blended Color Contrast,Deep Depth,High Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Intermediate Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Pieta - Bellini.jpg,Naturalistic Color,Similar Hue,Muted/Tinted,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Dynamic Movement,Small Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Pieta of Villeneuve les avignon.jpg,Expressionistic Color,Highly Diverse Hue,Vibrant Tone,Friction/Tension Color,Stark Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Intermediate Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Portrait of a Man with a Medal of Cosimo il Vecchio de' Medici - Botticelli.jpg,Naturalistic Color,Somewhat Diverse Hue,Vibrant Tone,Friction/Tension Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Light Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Intermediate Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Portrait of a Young Girl - Christus.jpg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,High Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Static Movement,Large Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Portrait of a Young Woman - Botticelli.jpg,Naturalistic Color,Similar Hue,Muted/Tinted,Harmonious Color,Blended Color Contrast,Flat Depth,Low Contrast,Light Value,Distinct Lines,Mostly Balanced Space,Intermediate Movement,Large Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Portrait of Eleonora Gonzaga - Titian.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Static Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Portrait of Francesco Maria Della Rovere - Titian.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,High Contrast,Dark Value,Intermediate Lines,Mostly Balanced Space,Highly Static Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Portrait of Pope Julius II - Raphael.jpg,Naturalistic Color,Somewhat Diverse Hue,Vibrant Tone,Friction/Tension Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Static Movement,Intermediate Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Portrait of Sultan Mehmed II - Bellini.jpg,Naturalistic Color,Somewhat Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Flat Depth,High Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Static Movement,Small Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Saint Luke Painting the Madonna - Gossaert.jpg,Naturalistic Color,Highly Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,High Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Saint Sebastian - Mentegna.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Low Contrast,Light Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
School of Athens - Raphael.jpg,Naturalistic Color,Highly Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Light Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Self Portrait - Durer.jpg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,High Contrast,Dark Value,Intermediate Lines,Highly Balanced Space,Highly Static Movement,Large Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Sleeping Venus - Giorgione.jpg,Naturalistic Color,Somewhat Diverse Hue,Muted/Tinted,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Intermediate Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Ambassadors - Holbein.jpg,Naturalistic Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Light Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Annunciation - Fra Angelico.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Low Contrast,Light Value,Distinct Lines,Mostly Balanced Space,Intermediate Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Birth of Venus - Botticelli.jpg,Naturalistic Color,Highly Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Light Value,Distinct Lines,Mostly Balanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Creation of Adam - Michelangelo.jpg,Naturalistic Color,Highly Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Light Value,Distinct Lines,Mostly Balanced Space,Highly Dynamic Movement,Large Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Crowning wiht Thorns - Titian.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Friction/Tension Color,,Shallow Depth,High Contrast,Dark Value,Intermediate Lines,Highly Balanced Space,Intermediate Movement,Intermediate Empty Space,Intermediate Perspective,Mix/Intermediate Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Damned Cast into Hell - Signorelli.jpg,Expressionistic Color,Highly Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Light Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Last Judgement - Michelangelo.jpg,Naturalistic Color,Highly Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Light Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Last Supper - da Vinci.jpg,Naturalistic Color,Highly Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Intermediate Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
